company_id,company_name,normalized_name,editions,booths,unit_type,tags,industry_chain_position,country,province,city,district,region,organization_nature,service_scope,representative_projects,association_member,ufi_related,icca_related,international_memberships,website,address,phone,email,fax,data_source_summary,trust_level,updated_at,contact_policy,verification_status,confidence,location_method,source_ids,source_types,notes
C11817,艺影互娱（成都）文化传播有限公司,艺影互娱文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,锦江区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市锦江区锦华路一段8号1栋8单元14层1403号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：雷江；注册资本：100万元；成立日期：2022-08-03；统一社会信用代码：91510104MABTR6JWXC；英文名：Yiying Mutual Entertainment (Chengdu) Culture Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11818,成都强特互娱文化传媒有限公司,成都强特互娱文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,中国（四川）自由贸易试验区成都高新区锦晖西一街99号2栋1单元22层2208号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：李普强；注册资本：100万元；成立日期：2023-05-22；统一社会信用代码：91510100MACJMWK783；英文名：Chengdu Qiangte Mutual Entertainment Culture Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11819,四川梓桐文化产业有限公司,四川梓桐文化产业,,,企业,会展策划与活动公司、广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,文化活动、文艺演出、体育表演、品牌活动、创意策划、整合营销与项目执行,待补充,待核验,待核验,待核验,待核验,,中国（四川）自由贸易试验区成都高新区益州大道中段722号4栋17楼1708号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：张媛媛；注册资本：100万元；成立日期：2017-08-10；统一社会信用代码：91510100MA6DFRHC11；英文名：Sichuan Zitong Cultural Industry Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11820,成都艺非文化传播有限公司,成都艺非文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,成华区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市成华区昭觉寺横路31号1幢2单元1楼34号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：吴爱兵；注册资本：200万元；成立日期：2008-05-14；统一社会信用代码：91510106674324140E；英文名：Chengdu Lanse Lixiang Culture Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11821,成都人来疯文艺创作有限公司,成都人来疯文艺创作,,,企业,会展策划与活动公司、广告传媒与公关传播,中游,中国,四川省,成都市,青羊区,西南,工商登记类型：有限责任公司（自然人投资或控股）,文化活动、文艺演出、体育表演、品牌活动、创意策划、整合营销与项目执行,待补充,待核验,待核验,待核验,待核验,,成都市青羊区西城角巷18号1栋17楼1718号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：丁韬；注册资本：180万元；成立日期：2017-10-24；统一社会信用代码：91510105MA6C5CFY2M；英文名：Chengdu Renlai Crazy Literary and Art Creation Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11822,成都奥利弗文化艺术有限公司,成都奥利弗文化艺术,,,企业,会展策划与活动公司、广告传媒与公关传播,中游,中国,四川省,成都市,郫都区,西南,工商登记类型：有限责任公司（自然人投资或控股）,文化活动、文艺演出、体育表演、品牌活动、创意策划、整合营销与项目执行,待补充,待核验,待核验,待核验,待核验,,成都高新区西区大道1808号1栋1单元16层1613号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：余付群；注册资本：100万元；成立日期：2020-07-16；统一社会信用代码：91510100MA650TDF7E；英文名：Chengdu Oliver Culture and Art Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11823,目属目文化传播（成都）有限公司,目属目文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,成华区,西南,工商登记类型：其他有限责任公司,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市成华区成华大道杉板桥路1号3单元6层601号附605号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：张金晶；注册资本：500万元；成立日期：2022-04-28；统一社会信用代码：91510108MA7MJFR06Y；英文名：Item Culture Communication (Chengdu) Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11824,四川千凡文化传媒有限公司,四川千凡文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,温江区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都市温江区来凤路268号1栋1单元12层1215号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：王婷婷；注册资本：200万元；成立日期：2020-02-18；统一社会信用代码：91510115MA64TM9X7G；英文名：Sichuan Qianfan Cultural Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11825,成都莲成酒店管理有限公司,成都莲成酒店管理,,,酒店餐饮商旅服务,酒店餐饮商旅服务,中游,中国,四川省,成都市,锦江区,西南,工商登记类型：有限责任公司（自然人独资）,酒店商旅、文旅目的地、住宿餐饮、露营营地及会议活动配套服务,待补充,待核验,待核验,待核验,待核验,,四川省成都市锦江区小科甲巷1号1幢1层15号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：周莲；注册资本：500万元；成立日期：2019-11-06；统一社会信用代码：91510108MA62CNGU5H；英文名：Chengdu Liancheng Hotel Management Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11826,四川绿蜻蜓文化传播有限公司,四川绿蜻蜓文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,成华区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市成华区建设北路一段76号1层1号附79室,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：王海军；注册资本：200万元；成立日期：2018-04-17；统一社会信用代码：91510107MA6CDDQ19J；英文名：Sichuan Green Dragonfly Culture Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11827,成都商谷迦思文化传播有限责任公司,成都商谷迦思文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市武侯区金履二路1号2栋5层5号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：刘楠楠；注册资本：100万元；成立日期：2021-12-24；统一社会信用代码：91510100MA7EUHW9XY；英文名：Chengdu Shanggu Jiasi Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11828,海猫文化传播（成都）有限公司,海猫文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都高新区天府大道南段1399号1栋25楼2510号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：郝寿林；注册资本：100万元；成立日期：2015-03-20；统一社会信用代码：915101003319751797；英文名：Haimao Culture Communication (Chengdu) Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11829,四川一品红文文化传媒有限公司,四川一品红文文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,双流区,西南,工商登记类型：其他有限责任公司,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,www.meiguiw.com,四川省成都市天府新区正兴街道正兴街道大安路1458号63栋1单元1楼3号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：张洁；注册资本：100万元；成立日期：2018-05-17；统一社会信用代码：91510100MA6CFAK993；英文名：Sichuan Yipinhong Cultural Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11830,成都浩轩呗阁酒店有限公司,成都浩轩呗阁酒店,,,酒店餐饮商旅服务,酒店餐饮商旅服务,中游,中国,四川省,成都市,锦江区,西南,工商登记类型：有限责任公司（自然人独资）,酒店商旅、文旅目的地、住宿餐饮、露营营地及会议活动配套服务,待补充,待核验,待核验,待核验,待核验,,四川省成都市锦江区牛沙后街41号1栋1单元1层1号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：撤销登记；注册资本：150万元；成立日期：2020-12-04；统一社会信用代码：91510104MAACE7UL4H；英文名：Chengdu Haoxuan Baige Hotel Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11831,成都三万生文化传媒有限公司,成都三万生文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,青羊区,西南,工商登记类型：其他有限责任公司,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都市青羊区东胜街12号2栋14层2号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：陈凯；注册资本：300万元；成立日期：2020-08-11；统一社会信用代码：91510105MA65ER6L2R；英文名：Chengdu Sanwansheng Cultural Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11832,四川媒来演去文化传媒有限公司,四川媒来演去文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,锦江区,西南,工商登记类型：有限责任公司（自然人独资）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市锦江区工业园区锦盛路2号煦华国际13号楼2层A99（自编号）,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：黄月全；注册资本：500万元；成立日期：2020-03-25；统一社会信用代码：91510104MA67RFGX4M；英文名：Sichuan Media Lai Yan Qu Cultural Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11833,四川集璞文化艺术有限公司,四川集璞文化艺术,,,企业,会展策划与活动公司、广告传媒与公关传播,中游,中国,四川省,成都市,双流区,西南,工商登记类型：其他有限责任公司,文化活动、文艺演出、体育表演、品牌活动、创意策划、整合营销与项目执行,待补充,待核验,待核验,待核验,待核验,,四川省成都市天府新区华阳天府大道南段2608号4楼4023号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：陈绪龙；注册资本：100万元；成立日期：2020-10-30；统一社会信用代码：91510100MA6822KJ44；英文名：Sichuan Jipu Culture and Art Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11834,成都阅上如涯文化传媒有限公司,成都阅上如涯文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,中国（四川）自由贸易试验区成都高新区天府大道北段1700号8栋1单元20层2016号附A32号（自编号）,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：吴亚；注册资本：250万元；成立日期：2023-09-20；统一社会信用代码：91510100MACY4T7B5N；英文名：Chengdu Yueshang Ruya Cultural Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11835,成都逸景印象假日酒店管理有限公司,成都逸景印象假日酒店管理,,,酒店餐饮商旅服务,酒店餐饮商旅服务,中游,中国,四川省,成都市,锦江区,西南,工商登记类型：有限责任公司（自然人投资或控股）,酒店商旅、文旅目的地、住宿餐饮、露营营地及会议活动配套服务,待补充,待核验,待核验,待核验,待核验,,四川省成都市锦江区青年路69号1楼（自编号1-2号、1-3号）、3-7楼,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：吴连兵；注册资本：100万元；成立日期：2010-08-02；统一社会信用代码：91510100558965565Y；英文名：Chengdu Yijing Impression Holiday Hotel Management Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11836,成都市周浩浩文化传媒有限公司,成都市周浩浩文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,郫都区,西南,工商登记类型：有限责任公司（自然人独资）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市郫都区郫筒镇鹃城西街152号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：周浩；注册资本：100万元；成立日期：2022-11-17；统一社会信用代码：91510124MAC4G6JT4K；英文名：Chengdu Zhouhaohao Cultural Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11837,成都希派文化传播有限公司,成都希派文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,金牛区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市金牛区同和路1号2栋5楼507室,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：李雷；注册资本：100万元；成立日期：2020-05-09；统一社会信用代码：91510106MA687KQ701；英文名：Chengdu Xipai Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11838,四川栖艺奢品文化传播有限公司,四川栖艺奢品文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,xiyishepin.com,中国（四川）自由贸易试验区成都高新区益州大道北段777号1栋2单元19楼1901号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：王秋梅；注册资本：100万元；成立日期：2020-11-17；统一社会信用代码：91510100MA682BTF3N；英文名：Sichuan Qiyi Luxury Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11839,成都东方笔艺文化艺术有限公司,成都东方笔艺文化艺术,,,企业,会展策划与活动公司、广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,文化活动、文艺演出、体育表演、品牌活动、创意策划、整合营销与项目执行,待补充,待核验,待核验,待核验,待核验,,中国（四川）自由贸易试验区成都高新区天府四街199号1栋12层1号、13层1号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：陈道建；注册资本：200万元；成立日期：2015-05-29；统一社会信用代码：915101003429706647；英文名：Chengdu Dongfang Pen Art Culture and Art Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11840,成都则优文化传媒有限责任公司,成都则优文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,mabillon.cn,成都高新区天仁路222号1幢2单元4层5号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：姚溪竹；注册资本：100万元；成立日期：2020-05-27；统一社会信用代码：91510100MA6AQ7UY7T；英文名：Chengdu Zeyou Culture Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C11841,成都辰翊文化传播有限公司,成都辰翊文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市武侯区二环路西一段六号A区8楼803号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：陆俊；注册资本：1000万元；成立日期：2021-03-25；统一社会信用代码：91510107MA65WX5W0C；英文名：Chengdu Chenyi Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
